Date,Time,Open,High,Low,Close,Volume,OI,weekday,day,week,day_flag,Flag
2020-05-27,11:22:00,17842.25,17848.9,17840.5,17843.95,0,0,Wednesday,27,22,True,1
2020-05-27,11:37:00,17830.35,17849.7,17828.75,17839.65,0,0,Wednesday,27,22,True,1
2020-05-27,11:46:00,17823.2,17848.05,17823.2,17846.45,0,0,Wednesday,27,22,True,1
2020-05-27,12:09:00,17841.25,17853.3,17838.25,17852.0,0,0,Wednesday,27,22,True,1
2020-06-03,13:40:00,21314.5,21346.8,21302.95,21346.8,0,0,Wednesday,3,23,True,1
2020-06-03,13:44:00,21323.8,21334.95,21314.6,21319.3,0,0,Wednesday,3,23,True,1
2020-06-03,13:47:00,21328.65,21342.6,21326.9,21332.5,0,0,Wednesday,3,23,True,1
2020-06-03,14:52:00,21327.3,21334.6,21287.65,21294.35,0,0,Wednesday,3,23,True,1
2020-06-08,12:37:00,21300.15,21346.8,21296.8,21341.05,0,0,Monday,8,23,False,1
2020-06-08,13:07:00,21314.65,21342.8,21310.5,21329.3,0,0,Monday,8,23,False,1
2020-06-08,13:13:00,21310.7,21351.0,21304.8,21333.3,0,0,Monday,8,23,False,1
2020-06-09,10:03:00,21297.05,21352.6,21290.8,21329.75,0,0,Tuesday,9,23,False,1
2020-06-09,12:58:00,21326.2,21334.2,21311.65,21317.15,0,0,Tuesday,9,23,False,1
2020-06-09,13:04:00,21308.45,21346.95,21308.45,21333.25,0,0,Tuesday,9,23,False,1
2020-06-10,15:14:00,21107.75,21170.35,21104.45,21167.05,0,0,Wednesday,10,24,True,1
2020-06-11,09:32:00,21041.6,21190.4,21041.6,21153.4,0,0,Thursday,11,24,False,1
2020-06-11,09:52:00,21127.3,21142.7,21120.15,21142.7,0,0,Thursday,11,24,False,1
2020-06-17,09:34:00,20267.75,20306.55,20265.2,20270.2,0,0,Wednesday,17,25,True,1
2020-06-17,09:37:00,20245.6,20321.85,20241.1,20298.5,0,0,Wednesday,17,25,True,1
2020-06-17,09:55:00,20251.35,20293.45,20251.35,20266.65,0,0,Wednesday,17,25,True,1
2020-06-17,10:00:00,20281.45,20295.1,20267.55,20269.6,0,0,Wednesday,17,25,True,1
2020-06-17,10:03:00,20285.4,20384.6,20270.6,20384.6,0,0,Wednesday,17,25,True,1
2020-06-17,10:33:00,20224.45,20296.65,20214.25,20275.6,0,0,Wednesday,17,25,True,1
2020-06-17,11:18:00,20247.35,20305.55,20246.4,20304.55,0,0,Wednesday,17,25,True,1
2020-06-17,11:53:00,20277.45,20355.65,20271.15,20353.5,0,0,Wednesday,17,25,True,1
2020-06-17,15:02:00,20233.3,20298.45,20233.3,20293.4,0,0,Wednesday,17,25,True,1
2020-06-18,10:15:00,20224.45,20319.05,20219.05,20269.2,0,0,Thursday,18,25,False,1
2020-06-18,10:22:00,20274.0,20296.1,20268.7,20272.55,0,0,Thursday,18,25,False,1
2020-06-18,12:00:00,20279.55,20338.3,20279.0,20318.3,0,0,Thursday,18,25,False,1
2020-06-18,12:34:00,20291.45,20301.65,20287.85,20290.85,0,0,Thursday,18,25,False,1
2020-06-18,12:36:00,20277.8,20301.25,20272.35,20299.05,0,0,Thursday,18,25,False,1
2020-07-01,09:59:00,21552.4,21580.65,21550.6,21569.5,0,0,Wednesday,1,27,True,1
2020-07-01,10:07:00,21548.2,21565.35,21547.55,21554.75,0,0,Wednesday,1,27,True,1
2020-07-01,10:09:00,21545.05,21563.45,21539.3,21563.25,0,0,Wednesday,1,27,True,1
2020-07-01,10:20:00,21557.7,21571.45,21554.15,21569.25,0,0,Wednesday,1,27,True,1
2020-07-01,10:36:00,21558.75,21563.25,21549.5,21562.85,0,0,Wednesday,1,27,True,1
2020-07-01,11:04:00,21545.7,21562.3,21543.3,21562.1,0,0,Wednesday,1,27,True,1
2020-07-01,11:08:00,21554.85,21575.2,21553.7,21575.2,0,0,Wednesday,1,27,True,1
2020-07-01,11:16:00,21552.6,21565.05,21552.15,21557.7,0,0,Wednesday,1,27,True,1
2020-07-01,11:23:00,21545.75,21563.35,21545.35,21561.85,0,0,Wednesday,1,27,True,1
2020-07-08,12:41:00,22935.9,22950.9,22933.35,22942.15,0,0,Wednesday,8,28,True,1
2020-07-08,12:45:00,22944.25,22970.55,22940.25,22967.1,0,0,Wednesday,8,28,True,1
2020-07-08,13:27:00,22907.35,22942.9,22907.35,22937.6,0,0,Wednesday,8,28,True,1
2020-07-08,13:29:00,22940.65,22964.95,22940.65,22964.15,0,0,Wednesday,8,28,True,1
2020-07-09,14:50:00,22915.55,22948.7,22915.55,22919.8,0,0,Thursday,9,28,False,1
2020-07-09,15:19:00,22938.35,22945.55,22932.6,22939.6,0,0,Thursday,9,28,False,1
2020-07-15,10:18:00,21827.35,21847.45,21823.6,21847.45,0,0,Wednesday,15,29,True,1
2020-07-15,10:42:00,21834.85,21842.95,21832.1,21841.05,0,0,Wednesday,15,29,True,1
2020-07-15,10:55:00,21806.7,21838.4,21804.2,21837.85,0,0,Wednesday,15,29,True,1
2020-07-15,11:12:00,21829.75,21848.35,21827.65,21846.55,0,0,Wednesday,15,29,True,1
2020-07-15,11:20:00,21830.0,21849.55,21830.0,21848.45,0,0,Wednesday,15,29,True,1
2020-07-15,13:29:00,21830.6,21841.8,21821.65,21827.15,0,0,Wednesday,15,29,True,1
2020-07-17,10:15:00,21822.35,21844.1,21805.7,21827.95,0,0,Friday,17,29,False,1
2020-07-17,14:49:00,21818.75,21859.95,21808.1,21848.85,0,0,Friday,17,29,False,1
2020-07-17,15:00:00,21829.25,21870.85,21825.95,21862.0,0,0,Friday,17,29,False,1
2020-08-05,09:52:00,21914.35,21936.5,21912.65,21929.95,0,0,Wednesday,5,32,True,1
2020-08-10,09:20:00,21917.05,21938.5,21915.05,21932.1,0,0,Monday,10,32,False,1
2020-08-10,10:28:00,21914.6,21931.35,21909.8,21929.8,0,0,Monday,10,32,False,1
2020-08-10,14:09:00,21924.1,21939.4,21923.05,21934.15,0,0,Monday,10,32,False,1
2020-08-10,14:54:00,21911.95,21944.05,21910.6,21944.05,0,0,Monday,10,32,False,1
2020-08-10,15:24:00,21923.65,21933.3,21917.95,21930.5,0,0,Monday,10,32,False,1
2020-08-12,12:38:00,22260.05,22282.05,22260.05,22263.25,0,0,Wednesday,12,33,True,1
2020-08-12,12:47:00,22260.75,22276.7,22258.2,22275.25,0,0,Wednesday,12,33,True,1
2020-08-12,14:11:00,22257.55,22287.05,22256.4,22287.05,0,0,Wednesday,12,33,True,1
2020-08-12,14:24:00,22272.5,22283.55,22272.0,22283.2,0,0,Wednesday,12,33,True,1
2020-08-12,14:40:00,22269.75,22303.9,22266.2,22295.2,0,0,Wednesday,12,33,True,1
2020-08-12,14:52:00,22267.85,22277.65,22267.85,22271.25,0,0,Wednesday,12,33,True,1
2020-08-12,14:58:00,22259.85,22277.55,22258.75,22273.55,0,0,Wednesday,12,33,True,1
2020-08-12,15:02:00,22260.1,22285.7,22260.1,22281.8,0,0,Wednesday,12,33,True,1
2020-08-12,15:08:00,22270.55,22282.9,22269.4,22282.9,0,0,Wednesday,12,33,True,1
2020-08-13,12:46:00,22262.95,22289.2,22261.75,22289.2,0,0,Thursday,13,33,False,1
2020-08-13,12:53:00,22274.05,22281.1,22271.05,22279.1,0,0,Thursday,13,33,False,1
2020-08-13,13:15:00,22272.05,22277.3,22264.8,22268.0,0,0,Thursday,13,33,False,1
2020-08-13,13:46:00,22279.6,22297.95,22275.4,22289.15,0,0,Thursday,13,33,False,1
2020-08-13,14:02:00,22263.35,22276.6,22262.1,22272.0,0,0,Thursday,13,33,False,1
2020-08-14,09:24:00,22266.7,22276.2,22256.7,22256.7,0,0,Friday,14,33,False,1
2020-08-31,14:46:00,23430.55,23502.5,23420.3,23487.25,0,0,Monday,31,35,False,1
2020-09-28,11:26:00,21509.0,21538.45,21504.75,21524.0,0,0,Monday,28,39,False,1
2020-09-28,11:28:00,21529.1,21560.1,21527.8,21548.6,0,0,Monday,28,39,False,1
2020-09-28,11:43:00,21518.2,21537.6,21512.55,21528.55,0,0,Monday,28,39,False,1
2020-09-28,12:30:00,21515.8,21535.1,21514.35,21527.6,0,0,Monday,28,39,False,1
2020-09-28,12:58:00,21513.05,21550.9,21507.05,21548.5,0,0,Monday,28,39,False,1
2020-09-29,09:39:00,21519.15,21542.85,21518.85,21531.75,0,0,Tuesday,29,39,False,1
2020-09-29,14:17:00,21515.6,21549.9,21503.4,21548.3,0,0,Tuesday,29,39,False,1
2020-09-29,14:20:00,21505.65,21535.05,21505.65,21535.05,0,0,Tuesday,29,39,False,1
2020-09-29,14:27:00,21538.7,21557.5,21530.85,21539.35,0,0,Tuesday,29,39,False,1
2020-09-29,14:40:00,21517.7,21545.55,21514.85,21538.7,0,0,Tuesday,29,39,False,1
2020-09-30,10:57:00,21425.2,21472.85,21425.2,21460.0,0,0,Wednesday,30,40,True,1
2020-09-30,14:13:00,21442.5,21480.45,21442.3,21468.4,0,0,Wednesday,30,40,True,1
2020-09-30,14:30:00,21459.8,21473.7,21459.45,21470.75,0,0,Wednesday,30,40,True,1
2020-09-30,14:44:00,21468.3,21471.5,21452.55,21468.5,0,0,Wednesday,30,40,True,1
2020-09-30,15:05:00,21458.4,21472.8,21451.6,21463.1,0,0,Wednesday,30,40,True,1
2020-09-30,15:10:00,21460.55,21483.15,21459.9,21466.75,0,0,Wednesday,30,40,True,1
2020-09-30,15:20:00,21459.35,21478.05,21458.1,21470.7,0,0,Wednesday,30,40,True,1
2020-10-07,10:00:00,22941.95,22988.1,22941.95,22985.35,0,0,Wednesday,7,41,True,1
2020-10-07,12:49:00,22977.7,22988.7,22977.7,22980.7,0,0,Wednesday,7,41,True,1
2020-10-07,12:59:00,22974.35,22984.1,22973.55,22976.25,0,0,Wednesday,7,41,True,1
2020-10-07,14:32:00,22958.6,23020.75,22958.6,23014.95,0,0,Wednesday,7,41,True,1
2020-10-07,14:39:00,22960.5,22993.05,22960.5,22983.1,0,0,Wednesday,7,41,True,1
2020-10-07,15:21:00,22976.2,23000.05,22972.45,22979.15,0,0,Wednesday,7,41,True,1
2020-10-07,15:25:00,22968.8,22983.65,22966.25,22973.3,0,0,Wednesday,7,41,True,1
2020-10-14,14:21:00,23465.05,23557.1,23465.05,23548.55,0,0,Wednesday,14,42,True,1
2020-10-16,12:42:00,23536.7,23582.6,23536.7,23553.9,0,0,Friday,16,42,False,1
2020-10-16,12:55:00,23536.75,23572.55,23524.45,23571.4,0,0,Friday,16,42,False,1
2020-10-16,13:00:00,23546.4,23555.65,23536.65,23537.85,0,0,Friday,16,42,False,1
2020-10-16,13:02:00,23534.85,23553.8,23531.4,23547.45,0,0,Friday,16,42,False,1
2020-10-16,13:08:00,23531.65,23558.7,23530.0,23558.2,0,0,Friday,16,42,False,1
2020-10-16,13:14:00,23539.55,23553.8,23539.2,23548.1,0,0,Friday,16,42,False,1
2020-10-16,13:54:00,23525.05,23563.35,23522.6,23548.3,0,0,Friday,16,42,False,1
2020-10-16,13:58:00,23538.15,23556.15,23534.5,23551.45,0,0,Friday,16,42,False,1
2020-10-16,14:03:00,23540.5,23561.65,23535.4,23560.6,0,0,Friday,16,42,False,1
2020-10-16,14:07:00,23537.4,23557.25,23537.4,23547.7,0,0,Friday,16,42,False,1
2020-10-16,14:30:00,23535.25,23596.4,23533.85,23593.05,0,0,Friday,16,42,False,1
2020-10-16,14:39:00,23536.7,23554.3,23536.7,23545.25,0,0,Friday,16,42,False,1
2020-10-16,14:51:00,23533.0,23563.25,23524.05,23552.35,0,0,Friday,16,42,False,1
2020-10-16,15:03:00,23548.9,23564.45,23544.15,23563.6,0,0,Friday,16,42,False,1
2020-10-16,15:13:00,23544.8,23555.3,23532.45,23555.3,0,0,Friday,16,42,False,1
2020-11-02,14:16:00,24806.45,24900.7,24803.1,24878.6,0,0,Monday,2,44,False,1
2020-11-02,15:17:00,24804.35,24861.5,24800.9,24861.5,0,0,Monday,2,44,False,1
2020-11-17,09:51:00,29057.7,29086.65,29052.0,29084.25,0,0,Tuesday,17,46,False,1
2020-11-17,10:02:00,29057.1,29079.6,29052.55,29052.55,0,0,Tuesday,17,46,False,1
2020-11-17,14:24:00,29069.8,29080.7,29062.85,29063.7,0,0,Tuesday,17,46,False,1
2020-11-17,14:47:00,29073.55,29082.8,29070.6,29078.4,0,0,Tuesday,17,46,False,1
2020-11-18,13:45:00,29612.6,29656.95,29609.8,29656.0,0,0,Wednesday,18,47,True,1
2020-11-19,09:44:00,29601.6,29625.0,29592.15,29619.05,0,0,Thursday,19,47,False,1
2020-11-24,10:50:00,29607.3,29625.95,29607.1,29618.65,0,0,Tuesday,24,47,False,1
2020-11-24,10:59:00,29611.85,29621.3,29608.2,29612.15,0,0,Tuesday,24,47,False,1
2020-11-24,11:55:00,29585.45,29632.35,29585.45,29620.25,0,0,Tuesday,24,47,False,1
2020-11-24,14:01:00,29590.9,29624.25,29590.9,29611.7,0,0,Tuesday,24,47,False,1
2020-11-24,14:18:00,29594.85,29654.2,29590.35,29648.45,0,0,Tuesday,24,47,False,1
2020-12-04,14:59:00,30035.55,30061.25,30028.05,30057.8,0,0,Friday,4,49,False,1
2020-12-04,15:20:00,30030.2,30089.55,30030.2,30084.9,0,0,Friday,4,49,False,1
2020-12-07,09:33:00,30038.45,30073.15,30038.45,30071.65,0,0,Monday,7,49,False,1
2020-12-07,10:02:00,30033.9,30063.6,30030.7,30061.55,0,0,Monday,7,49,False,1
2020-12-07,10:07:00,30047.1,30074.3,30047.1,30054.25,0,0,Monday,7,49,False,1
2020-12-07,10:39:00,30042.85,30068.35,30038.65,30062.75,0,0,Monday,7,49,False,1
2020-12-07,10:44:00,30042.45,30076.5,30042.45,30065.45,0,0,Monday,7,49,False,1
2020-12-07,10:53:00,30047.65,30081.95,30045.9,30071.0,0,0,Monday,7,49,False,1
2020-12-07,11:01:00,30048.15,30061.55,30048.15,30059.75,0,0,Monday,7,49,False,1
2020-12-07,12:08:00,30028.15,30157.45,30028.15,30142.1,0,0,Monday,7,49,False,1
2020-12-08,11:32:00,30028.55,30071.7,30025.2,30068.25,0,0,Tuesday,8,49,False,1
2020-12-09,14:11:00,30727.5,30733.95,30713.3,30717.4,0,0,Wednesday,9,50,True,1
2020-12-09,14:13:00,30712.05,30755.6,30708.85,30737.1,0,0,Wednesday,9,50,True,1
2020-12-09,14:32:00,30728.5,30745.9,30721.8,30737.0,0,0,Wednesday,9,50,True,1
2020-12-09,15:12:00,30712.9,30734.0,30711.45,30728.85,0,0,Wednesday,9,50,True,1
2020-12-09,15:20:00,30718.2,30736.35,30705.6,30729.65,0,0,Wednesday,9,50,True,1
2020-12-11,09:29:00,30720.95,30746.2,30711.4,30717.05,0,0,Friday,11,50,False,1
2020-12-11,10:11:00,30716.15,30740.95,30715.75,30732.0,0,0,Friday,11,50,False,1
2020-12-11,10:19:00,30724.4,30740.45,30720.95,30738.9,0,0,Friday,11,50,False,1
2020-12-11,10:26:00,30726.4,30744.85,30726.4,30738.7,0,0,Friday,11,50,False,1
2020-12-11,10:36:00,30721.75,30739.1,30716.65,30716.65,0,0,Friday,11,50,False,1
2020-12-11,12:49:00,30718.45,30734.3,30717.15,30725.8,0,0,Friday,11,50,False,1
2020-12-14,10:01:00,30704.5,30735.2,30700.7,30734.15,0,0,Monday,14,50,False,1
2020-12-14,10:07:00,30724.65,30742.85,30719.75,30742.85,0,0,Monday,14,50,False,1
2020-12-14,10:14:00,30713.7,30737.85,30712.5,30725.3,0,0,Monday,14,50,False,1
2020-12-14,10:21:00,30725.5,30756.55,30725.5,30750.55,0,0,Monday,14,50,False,1
2020-12-14,10:41:00,30712.05,30738.25,30702.5,30733.35,0,0,Monday,14,50,False,1
2020-12-14,10:59:00,30723.7,30753.0,30720.65,30748.2,0,0,Monday,14,50,False,1
2020-12-14,11:33:00,30699.95,30750.75,30697.25,30733.9,0,0,Monday,14,50,False,1
2020-12-14,12:02:00,30723.2,30735.9,30718.9,30726.35,0,0,Monday,14,50,False,1
2020-12-14,12:08:00,30730.1,30736.0,30724.4,30727.5,0,0,Monday,14,50,False,1
2020-12-14,12:10:00,30719.05,30744.45,30716.65,30744.45,0,0,Monday,14,50,False,1
2020-12-14,13:06:00,30699.5,30741.25,30699.5,30733.5,0,0,Monday,14,50,False,1
2020-12-23,10:33:00,29792.2,29814.75,29790.25,29808.25,0,0,Wednesday,23,52,True,1
2020-12-23,10:39:00,29785.75,29844.05,29783.95,29835.8,0,0,Wednesday,23,52,True,1
2020-12-23,10:50:00,29797.35,29833.1,29795.2,29829.05,0,0,Wednesday,23,52,True,1
2020-12-23,11:05:00,29802.7,29815.3,29800.7,29808.85,0,0,Wednesday,23,52,True,1
2020-12-23,12:36:00,29800.5,29820.25,29800.4,29820.25,0,0,Wednesday,23,52,True,1
2020-12-23,13:17:00,29780.4,29821.9,29778.25,29797.85,0,0,Wednesday,23,52,True,1
2020-12-23,13:32:00,29793.65,29820.8,29791.85,29813.95,0,0,Wednesday,23,52,True,1
2020-12-23,14:10:00,29790.3,29810.35,29779.1,29809.1,0,0,Wednesday,23,52,True,1
2020-12-23,14:13:00,29799.7,29829.05,29797.3,29825.95,0,0,Wednesday,23,52,True,1
2020-12-23,14:37:00,29792.55,29820.25,29792.55,29819.4,0,0,Wednesday,23,52,True,1
