Date,Time,Open,High,Low,Close,Volume,OI,weekday,day,week,day_flag,Wednesday,Flag
2020-02-06,11:46:00,30998.8,31047.45,30967.15,31047.45,0,0,Thursday,6,6,False,2020-02-04 00:00:00,1
2020-02-10,10:03:00,31024.5,31026.1,31014.45,31026.05,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,10:04:00,31027.55,31044.9,31025.85,31041.0,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,10:11:00,31012.75,31015.75,31009.05,31014.7,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,10:12:00,31014.45,31029.7,31013.7,31024.9,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,10:16:00,31013.75,31027.45,31013.75,31022.55,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,10:17:00,31024.25,31035.5,31022.05,31029.3,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,10:20:00,31025.95,31028.2,31018.55,31021.35,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,10:21:00,31021.95,31033.7,31017.0,31028.95,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,10:25:00,31015.5,31018.9,31004.85,31009.1,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,10:26:00,31008.6,31030.85,31008.5,31023.75,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,10:51:00,31007.45,31025.8,31004.25,31025.8,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,10:52:00,31027.25,31041.5,31020.6,31035.55,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,11:05:00,31016.3,31026.0,31015.35,31023.75,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,11:06:00,31023.15,31039.35,31023.15,31038.5,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,11:35:00,31021.25,31028.15,31021.1,31027.25,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,11:36:00,31028.8,31029.85,31023.9,31024.25,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,11:40:00,31016.2,31023.25,31012.0,31012.0,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,11:41:00,31011.95,31029.55,31011.55,31022.2,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,14:20:00,31015.9,31020.85,31014.15,31020.05,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,14:21:00,31017.85,31046.3,31017.85,31046.3,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-02-10,15:01:00,31000.05,31011.05,30998.05,31011.05,0,0,Monday,10,6,False,2020-02-04 00:00:00,0
2020-02-10,15:02:00,31010.3,31050.4,31010.3,31039.6,0,0,Monday,10,6,False,2020-02-04 00:00:00,1
2020-03-25,09:17:00,17130.15,17225.55,17107.45,17212.55,0,0,Wednesday,25,13,True,2020-03-24 00:00:00,0
2020-03-25,12:34:00,17360.55,17391.1,17357.9,17378.85,0,0,Wednesday,25,13,True,2020-03-24 00:00:00,0
2020-03-25,12:35:00,17384.05,17406.8,17381.85,17396.5,0,0,Wednesday,25,13,True,2020-03-24 00:00:00,1
2020-04-01,09:17:00,18880.9,18919.15,18864.0,18867.75,0,0,Wednesday,1,14,True,2020-03-31 00:00:00,0
2020-04-07,15:10:00,19041.6,19082.3,19041.6,19076.5,0,0,Tuesday,7,14,False,2020-03-31 00:00:00,0
2020-04-07,15:11:00,19071.75,19115.65,19069.05,19115.65,0,0,Tuesday,7,14,False,2020-03-31 00:00:00,1
2020-04-08,09:17:00,18616.85,18646.75,18610.3,18646.75,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,0
2020-04-08,09:30:00,18729.5,18787.85,18729.5,18787.85,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,0
2020-04-08,09:31:00,18812.3,18895.1,18810.8,18845.0,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,1
2020-04-08,09:38:00,18757.2,18790.05,18751.8,18777.2,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,0
2020-04-08,09:39:00,18776.95,18844.05,18761.8,18844.05,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,1
2020-04-08,14:09:00,18732.35,18746.15,18708.95,18740.75,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,0
2020-04-08,14:10:00,18743.05,18846.6,18743.05,18832.05,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,1
2020-04-08,14:14:00,18769.85,18805.2,18769.85,18788.45,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,0
2020-04-08,14:15:00,18792.05,18845.2,18792.05,18808.7,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,1
2020-04-08,14:33:00,18794.65,18829.75,18791.3,18803.15,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,0
2020-04-08,14:34:00,18806.05,18845.45,18794.45,18843.2,0,0,Wednesday,8,15,True,2020-04-07 00:00:00,1
2020-04-15,09:17:00,19868.35,19954.05,19860.65,19922.25,0,0,Wednesday,15,16,True,2020-04-14 00:00:00,0
2020-04-15,10:48:00,20113.1,20131.0,20107.55,20131.0,0,0,Wednesday,15,16,True,2020-04-14 00:00:00,0
2020-04-15,10:49:00,20144.5,20184.1,20137.45,20145.75,0,0,Wednesday,15,16,True,2020-04-14 00:00:00,1
2020-04-17,10:29:00,20149.15,20149.15,20092.7,20095.85,0,0,Friday,17,16,False,2020-04-14 00:00:00,0
2020-04-17,10:30:00,20093.25,20154.1,20059.2,20128.9,0,0,Friday,17,16,False,2020-04-14 00:00:00,1
2020-04-17,14:22:00,20083.8,20127.2,20083.8,20112.8,0,0,Friday,17,16,False,2020-04-14 00:00:00,0
2020-04-17,14:23:00,20114.1,20158.45,20096.8,20150.3,0,0,Friday,17,16,False,2020-04-14 00:00:00,1
2020-04-17,14:24:00,20141.5,20147.45,20118.7,20135.55,0,0,Friday,17,16,False,2020-04-14 00:00:00,0
2020-04-17,14:25:00,20134.95,20194.75,20134.8,20163.65,0,0,Friday,17,16,False,2020-04-14 00:00:00,1
2020-04-17,14:40:00,20081.2,20147.25,20081.2,20145.75,0,0,Friday,17,16,False,2020-04-14 00:00:00,0
2020-04-17,14:41:00,20147.75,20203.7,20146.3,20176.8,0,0,Friday,17,16,False,2020-04-14 00:00:00,1
2020-04-22,09:17:00,19127.95,19205.1,19127.95,19205.1,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,0
2020-04-22,10:35:00,19263.35,19353.85,19260.45,19313.4,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,0
2020-04-22,10:36:00,19317.05,19415.4,19317.05,19401.7,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,1
2020-04-22,10:39:00,19359.3,19359.3,19307.95,19307.95,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,0
2020-04-22,10:40:00,19319.7,19442.55,19313.8,19442.55,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,1
2020-04-22,11:37:00,19371.65,19382.75,19352.45,19352.45,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,0
2020-04-22,11:38:00,19347.1,19408.15,19347.1,19408.15,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,1
2020-04-22,13:18:00,19387.2,19396.2,19374.4,19388.85,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,0
2020-04-22,13:19:00,19388.65,19429.2,19387.95,19417.95,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,1
2020-04-22,13:55:00,19342.35,19395.65,19338.85,19382.85,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,0
2020-04-22,13:56:00,19381.75,19403.45,19373.55,19401.2,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,1
2020-04-22,14:05:00,19374.3,19380.65,19361.8,19377.8,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,0
2020-04-22,14:06:00,19378.7,19451.35,19377.95,19446.6,0,0,Wednesday,22,17,True,2020-04-21 00:00:00,1
2020-04-29,09:17:00,20573.9,20585.0,20566.0,20571.55,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,11:13:00,20745.4,20759.85,20745.4,20748.55,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,11:14:00,20748.1,20792.55,20748.1,20785.55,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,11:23:00,20776.2,20777.0,20764.75,20772.25,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,11:24:00,20772.35,20795.2,20771.85,20792.45,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,11:39:00,20767.65,20775.75,20767.65,20775.75,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,11:40:00,20774.05,20800.0,20774.05,20795.6,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,11:47:00,20763.35,20765.85,20758.9,20765.7,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,11:48:00,20762.75,20795.35,20762.75,20794.7,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,12:09:00,20782.8,20788.2,20774.65,20781.55,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,12:10:00,20779.85,20793.8,20779.85,20789.65,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,12:14:00,20781.95,20783.2,20775.8,20780.5,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,12:15:00,20779.5,20791.7,20773.95,20791.7,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,12:37:00,20780.1,20782.05,20772.9,20779.5,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,12:38:00,20790.25,20803.7,20788.3,20798.75,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,12:46:00,20786.75,20789.0,20777.55,20786.3,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,12:47:00,20784.9,20816.9,20781.05,20815.85,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,13:58:00,20779.7,20787.95,20775.05,20775.1,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,13:59:00,20775.55,20792.35,20773.45,20787.5,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-04-29,14:00:00,20784.75,20789.7,20772.7,20778.25,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,0
2020-04-29,14:01:00,20776.3,20798.45,20773.45,20798.45,0,0,Wednesday,29,18,True,2020-04-28 00:00:00,1
2020-05-06,09:17:00,19068.8,19072.25,19006.35,19045.0,0,0,Wednesday,6,19,True,2020-05-05 00:00:00,0
2020-05-06,09:55:00,19163.35,19205.25,19159.65,19204.8,0,0,Wednesday,6,19,True,2020-05-05 00:00:00,0
2020-05-06,09:56:00,19204.4,19397.8,19204.4,19384.8,0,0,Wednesday,6,19,True,2020-05-05 00:00:00,1
2020-05-11,11:33:00,19250.4,19256.35,19243.35,19251.85,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,11:34:00,19256.05,19263.2,19248.0,19257.85,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-11,11:46:00,19249.45,19261.9,19243.9,19259.65,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,11:47:00,19263.55,19269.15,19251.15,19251.25,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-11,11:57:00,19229.25,19254.55,19229.25,19253.35,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,11:58:00,19251.95,19274.7,19247.4,19274.3,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-11,12:00:00,19251.3,19259.8,19251.0,19253.95,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,12:01:00,19254.2,19273.6,19252.0,19264.65,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-11,12:06:00,19236.35,19248.55,19236.2,19248.55,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,12:07:00,19245.75,19265.1,19245.75,19255.25,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-11,12:08:00,19255.7,19262.95,19255.3,19262.95,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,12:09:00,19263.35,19278.5,19261.75,19273.55,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-11,12:42:00,19227.75,19248.35,19224.3,19247.05,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,12:43:00,19244.95,19276.9,19240.75,19264.2,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-11,12:47:00,19238.15,19245.1,19229.35,19238.15,0,0,Monday,11,19,False,2020-05-05 00:00:00,0
2020-05-11,12:48:00,19236.85,19272.35,19236.0,19272.35,0,0,Monday,11,19,False,2020-05-05 00:00:00,1
2020-05-20,09:17:00,17633.25,17638.7,17602.3,17611.15,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,0
2020-05-20,14:22:00,17755.65,17808.9,17755.65,17795.05,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,0
2020-05-20,14:23:00,17790.75,17857.3,17790.75,17827.9,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,1
2020-05-20,14:53:00,17757.55,17786.85,17757.55,17786.85,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,0
2020-05-20,14:54:00,17784.1,17819.9,17784.1,17802.05,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,1
2020-05-20,14:58:00,17769.45,17797.6,17759.35,17785.65,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,0
2020-05-20,14:59:00,17783.95,17825.9,17783.95,17817.05,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,1
2020-05-20,15:09:00,17783.15,17791.5,17779.05,17781.85,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,0
2020-05-20,15:10:00,17779.15,17817.2,17773.5,17810.5,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,1
2020-05-20,15:14:00,17800.95,17814.85,17800.95,17813.15,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,0
2020-05-20,15:15:00,17810.6,17852.2,17810.6,17848.5,0,0,Wednesday,20,21,True,2020-05-19 00:00:00,1
2020-05-21,14:29:00,17763.3,17795.95,17754.35,17782.65,0,0,Thursday,21,21,False,2020-05-19 00:00:00,0
2020-05-21,14:30:00,17781.8,17828.2,17781.8,17821.8,0,0,Thursday,21,21,False,2020-05-19 00:00:00,1
2020-05-21,14:33:00,17800.25,17808.7,17790.6,17808.0,0,0,Thursday,21,21,False,2020-05-19 00:00:00,0
2020-05-21,14:34:00,17820.35,17820.35,17796.4,17801.65,0,0,Thursday,21,21,False,2020-05-19 00:00:00,1
2020-05-22,09:34:00,17735.45,17745.9,17730.2,17740.25,0,0,Friday,22,21,False,2020-05-19 00:00:00,0
2020-05-22,09:35:00,17740.75,17819.9,17740.75,17798.3,0,0,Friday,22,21,False,2020-05-19 00:00:00,1
2020-05-22,10:02:00,17758.7,17767.2,17746.45,17766.15,0,0,Friday,22,21,False,2020-05-19 00:00:00,0
2020-05-22,10:03:00,17765.0,17909.3,17764.15,17848.5,0,0,Friday,22,21,False,2020-05-19 00:00:00,1
2020-05-27,09:17:00,17668.95,17668.95,17618.05,17622.65,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,0
2020-05-27,10:42:00,17827.9,17839.15,17810.75,17814.9,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,0
2020-05-27,10:43:00,17815.75,17851.2,17811.85,17848.95,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,1
2020-05-27,11:21:00,17833.05,17845.45,17833.05,17842.6,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,0
2020-05-27,11:22:00,17842.25,17848.9,17840.5,17843.95,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,1
2020-05-27,11:36:00,17828.6,17834.55,17824.25,17832.7,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,0
2020-05-27,11:37:00,17830.35,17849.7,17828.75,17839.65,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,1
2020-05-27,11:45:00,17803.9,17828.15,17803.6,17826.25,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,0
2020-05-27,11:46:00,17823.2,17848.05,17823.2,17846.45,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,1
2020-05-27,12:08:00,17827.3,17841.05,17827.3,17839.45,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,0
2020-05-27,12:09:00,17841.25,17853.3,17838.25,17852.0,0,0,Wednesday,27,22,True,2020-05-26 00:00:00,1
2020-06-03,09:17:00,21108.45,21121.65,21080.1,21114.65,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,0
2020-06-03,13:39:00,21281.2,21319.85,21281.2,21311.05,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,0
2020-06-03,13:40:00,21314.5,21346.8,21302.95,21346.8,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,1
2020-06-03,13:43:00,21323.4,21323.4,21296.2,21320.1,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,0
2020-06-03,13:44:00,21323.8,21334.95,21314.6,21319.3,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,1
2020-06-03,13:46:00,21311.25,21331.1,21307.7,21327.0,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,0
2020-06-03,13:47:00,21328.65,21342.6,21326.9,21332.5,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,1
2020-06-03,14:51:00,21290.95,21327.2,21274.35,21327.2,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,0
2020-06-03,14:52:00,21327.3,21334.6,21287.65,21294.35,0,0,Wednesday,3,23,True,2020-06-02 00:00:00,1
2020-06-08,12:36:00,21296.0,21303.2,21270.7,21303.2,0,0,Monday,8,23,False,2020-06-02 00:00:00,0
2020-06-08,12:37:00,21300.15,21346.8,21296.8,21341.05,0,0,Monday,8,23,False,2020-06-02 00:00:00,1
2020-06-08,13:06:00,21301.75,21329.3,21301.75,21313.9,0,0,Monday,8,23,False,2020-06-02 00:00:00,0
2020-06-08,13:07:00,21314.65,21342.8,21310.5,21329.3,0,0,Monday,8,23,False,2020-06-02 00:00:00,1
2020-06-08,13:12:00,21296.5,21310.9,21289.85,21309.05,0,0,Monday,8,23,False,2020-06-02 00:00:00,0
2020-06-08,13:13:00,21310.7,21351.0,21304.8,21333.3,0,0,Monday,8,23,False,2020-06-02 00:00:00,1
2020-06-09,10:02:00,21254.0,21319.1,21252.15,21295.15,0,0,Tuesday,9,23,False,2020-06-02 00:00:00,0
2020-06-09,10:03:00,21297.05,21352.6,21290.8,21329.75,0,0,Tuesday,9,23,False,2020-06-02 00:00:00,1
2020-06-09,12:57:00,21314.8,21332.25,21306.45,21332.25,0,0,Tuesday,9,23,False,2020-06-02 00:00:00,0
2020-06-09,12:58:00,21326.2,21334.2,21311.65,21317.15,0,0,Tuesday,9,23,False,2020-06-02 00:00:00,1
2020-06-09,13:03:00,21295.95,21310.15,21290.25,21306.35,0,0,Tuesday,9,23,False,2020-06-02 00:00:00,0
2020-06-09,13:04:00,21308.45,21346.95,21308.45,21333.25,0,0,Tuesday,9,23,False,2020-06-02 00:00:00,1
2020-06-10,09:17:00,20927.85,20928.95,20876.6,20876.6,0,0,Wednesday,10,24,True,2020-06-09 00:00:00,0
2020-06-10,15:13:00,21100.9,21115.3,21091.5,21106.05,0,0,Wednesday,10,24,True,2020-06-09 00:00:00,0
2020-06-10,15:14:00,21107.75,21170.35,21104.45,21167.05,0,0,Wednesday,10,24,True,2020-06-09 00:00:00,1
2020-06-11,09:31:00,21030.55,21046.55,21027.3,21043.95,0,0,Thursday,11,24,False,2020-06-09 00:00:00,0
2020-06-11,09:32:00,21041.6,21190.4,21041.6,21153.4,0,0,Thursday,11,24,False,2020-06-09 00:00:00,1
2020-06-11,09:51:00,21119.5,21131.3,21102.95,21125.95,0,0,Thursday,11,24,False,2020-06-09 00:00:00,0
2020-06-11,09:52:00,21127.3,21142.7,21120.15,21142.7,0,0,Thursday,11,24,False,2020-06-09 00:00:00,1
2020-06-17,09:17:00,20061.55,20091.75,20060.5,20074.2,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,09:33:00,20219.8,20264.95,20217.3,20260.25,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,09:34:00,20267.75,20306.55,20265.2,20270.2,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,09:36:00,20202.8,20250.5,20194.8,20247.8,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,09:37:00,20245.6,20321.85,20241.1,20298.5,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,09:54:00,20213.9,20260.15,20208.55,20249.65,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,09:55:00,20251.35,20293.45,20251.35,20266.65,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,09:59:00,20259.6,20274.9,20251.85,20273.65,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,10:00:00,20281.45,20295.1,20267.55,20269.6,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,10:02:00,20260.4,20289.2,20256.0,20283.8,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,10:03:00,20285.4,20384.6,20270.6,20384.6,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,10:32:00,20211.8,20241.4,20211.05,20222.9,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,10:33:00,20224.45,20296.65,20214.25,20275.6,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,11:17:00,20229.95,20252.25,20225.3,20247.55,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,11:18:00,20247.35,20305.55,20246.4,20304.55,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,11:52:00,20245.6,20282.35,20226.85,20278.9,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,11:53:00,20277.45,20355.65,20271.15,20353.5,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-17,15:01:00,20231.4,20236.5,20204.35,20234.75,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,0
2020-06-17,15:02:00,20233.3,20298.45,20233.3,20293.4,0,0,Wednesday,17,25,True,2020-06-16 00:00:00,1
2020-06-18,10:14:00,20190.3,20223.3,20186.75,20223.3,0,0,Thursday,18,25,False,2020-06-16 00:00:00,0
2020-06-18,10:15:00,20224.45,20319.05,20219.05,20269.2,0,0,Thursday,18,25,False,2020-06-16 00:00:00,1
2020-06-18,10:21:00,20276.5,20284.55,20265.85,20275.55,0,0,Thursday,18,25,False,2020-06-16 00:00:00,0
2020-06-18,10:22:00,20274.0,20296.1,20268.7,20272.55,0,0,Thursday,18,25,False,2020-06-16 00:00:00,1
2020-06-18,11:59:00,20263.25,20279.6,20260.5,20279.6,0,0,Thursday,18,25,False,2020-06-16 00:00:00,0
2020-06-18,12:00:00,20279.55,20338.3,20279.0,20318.3,0,0,Thursday,18,25,False,2020-06-16 00:00:00,1
2020-06-18,12:33:00,20272.85,20292.0,20269.0,20290.05,0,0,Thursday,18,25,False,2020-06-16 00:00:00,0
